      1 a 227 1 1
      1 a 228 1 1
      1 a 229 1 1
      1 a 230 1 1
      1 a 23 1 1
      1 a 231 1 1
      1 a 231 1 2
      1 a 232 1 1
      1 a 233 1 1
      1 a 23 4 1
      1 a 234 1 1
      1 a 23 5 0
      1 a 235 1 1
      1 a 23 6 0
      1 a 23 6 1
      1 a 236 1 0
      1 a 236 1 1
      1 a 23 7 1
      1 a 238 1 2
      1 a 238 1 3
      1 a 239 1 1
      1 a 24 10 1
      1 a 24 10 4
      1 a 24 10 5
      1 a 24 10 6
      1 a 24 1 1
      1 a 241 1 1
      1 a 24 14 0
      1 a 24 16 0
      1 a 24 16 1
      1 a 24 16 4
      1 a 24 18 1
      1 a 24 20 1
      1 a 24 21 1
      1 a 242 1 1
      1 a 24 23 1
      1 a 24 24 1
      1 a 24 25 1
      1 a 24 27 1
      1 a 24 28 0
      1 a 24 28 1
      1 a 24 29 0
      1 a 24 29 1
      1 a 243 1 1
      1 a 243 1 2
      1 a 243 1 3
      1 a 244 1 1
      1 a 246 3 1
      1 a 248 1 1
      1 a 249 1 1
      1 a 24 9 2
      1 a 250 1 0
      1 a 251 1 1
      1 a 25 1 5
      1 a 25 1 7
      1 a 25 1 8
      1 a 25 1 9
      1 a 25 2 1
      1 a 252 1 1
      1 a 252 1 2
      1 a 253 1 1
      1 a 25 4 1
      1 a 254 1 1
      1 a 25 4 2
      1 a 25 5 1
      1 a 255 1 1
      1 a 25 6 1
      1 a 256 1 1
      1 a 258 1 1
      1 a 259 1 1
      1 a 262 1 1
      1 a 263 1 1
      1 a 267 1 1
      1 a 2 7 0
      1 a 270 1 1
      1 a 2 7 1
      1 a 272 1 1
      1 a 2 7 3
      1 a 273 1 1
      1 a 2 7 4
      1 a 275 1 1
      1 a 276 1 1
      1 a 278 1 1
      1 a 278 1 2
      1 a 278 1 3
      1 a 278 1 4
      1 a 279 1 1
      1 a 2 8 1
      1 a 281 1 1
      1 a 282 1 1
      1 a 286 1 1
      1 a 287 1 1
      1 a 287 1 2
      1 a 289 1 0
      1 a 289 1 1
      1 a 289 1 2
      1 a 290 1 1
      1 a 29 11 1
      1 a 291 1 1
      1 a 29 15 1
      1 a 29 17 1
      1 a 294 1 1
      1 a 295 1 1
      1 a 29 6 0
      1 a 296 1 1
      1 a 29 7 0
      1 a 297 1 1
      1 a 29 8 1
      1 a 29 9 1
      1 a 302 1 1
      1 a 30 3 1
      1 a 30 4 1
      1 a 30 5 1
      1 a 30 6 1
      1 a 30 8 1
      1 a 31 1 0
      1 a 34 3 1
      1 a 34 4 1
      1 a 35 1 10
      1 a 35 1 11
      1 a 35 1 12
      1 a 35 1 4
      1 a 35 1 8
      1 a 35 1 9
      1 a 38 2 1
      1 a 39 1 3
      1 a 39 1 9
      1 a 39 4 1
      1 a 40 2 1
      1 a 40 3 1
      1 a 4 10 0
      1 a 4 1 11
      1 a 4 1 13
      1 a 4 1 14
      1 a 4 1 15
      1 a 4 1 16
      1 a 4 1 17
      1 a 4 1 19
      1 a 4 1 20
      1 a 4 12 0
      1 a 4 1 21
      1 a 4 12 3
      1 a 4 15 1
      1 a 4 2 0
      1 a 42 1 0
      1 a 43 1 10
      1 a 43 1 12
      1 a 43 1 4
      1 a 43 1 5
      1 a 43 1 6
      1 a 43 1 7
      1 a 43 1 8
      1 a 43 1 9
      1 a 45 1 2
      1 a 4 5 15
      1 a 4 5 16
      1 a 4 5 18
      1 a 4 5 2
      1 a 4 5 27
      1 a 4 5 30
      1 a 4 5 33
      1 a 4 5 36
      1 a 4 5 38
      1 a 4 5 40
      1 a 4 5 41
      1 a 4 5 42
      1 a 4 5 44
      1 a 4 5 45
      1 a 4 5 49
      1 a 4 5 51
      1 a 4 5 52
      1 a 4 5 56
      1 a 4 5 58
      1 a 4 5 59
      1 a 4 5 64
      1 a 4 5 65
      1 a 4 5 66
      1 a 4 5 70
      1 a 4 5 71
      1 a 4 5 72
      1 a 4 5 73
      1 a 4 5 74
      1 a 4 5 76
      1 a 4 5 77
      1 a 4 5 78
      1 a 4 5 8
      1 a 4 5 80
      1 a 4 5 82
      1 a 4 5 83
      1 a 4 5 84
      1 a 4 5 9
      1 a 46 1 1
      1 a 46 3 1
      1 a 47 3 1
      1 a 47 5 1
      1 a 47 6 1
      1 a 48 1 1
      1 a 48 4 0
      1 a 48 5 1
      1 a 49 1 1
      1 a 5 10 1
      1 a 51 1 0
      1 a 51 1 1
      1 a 5 4 1
      1 a 54 1 1
      1 a 5 7 2
      1 a 5 8 1
      1 a 58 1 1
      1 a 5 9 1
      1 a 60 10 1
      1 a 60 11 0
      1 a 60 11 1
      1 a 60 12 2
      1 a 60 14 0
      1 a 60 17 1
      1 a 60 2 2
      1 a 60 2 3
      1 a 60 4 0
      1 a 60 4 3
      1 a 60 8 0
      1 a 61 1 2
      1 a 61 1 3
      1 a 61 1 5
      1 a 6 1 2
      1 a 6 1 5
      1 a 6 1 6
      1 a 64 1 2
      1 a 64 1 3
      1 a 64 1 4
      1 a 64 2 1
      1 a 68 1 1
      1 a 69 1 3
      1 a 70 1 1
      1 a 70 2 0
      1 a 70 2 1
      1 a 7 10 1
      1 a 71 1 0
      1 a 7 2 1
      1 a 72 1 1
      1 a 76 1 0
      1 a 7 8 0
      1 a 79 1 0
      1 a 79 1 2
      1 a 79 1 3
      1 a 8 2 1
      1 a 8 3 0
      1 a 8 3 2
      1 a 8 3 3
      1 a 8 4 0
      1 a 84 1 1
      1 a 86 1 3
      1 a 8 7 1
      1 a 8 8 1
      1 a 88 1 1
      1 a 8 9 0
      1 a 90 1 1
      1 a 92 1 1
      1 a 94 1 1
      1 a 96 1 0
      1 a 96 1 5
      1 a 97 1 1
      1 a 97 1 2
      1 b 100 1 0
      1 b 101 1 1
      1 b 102 1 1
      1 b 106 1 0
      1 b 106 1 3
      1 b 108 1 1
      1 b 108 1 2
      1 b 108 1 5
      1 b 1 10 0
      1 b 11 1 2
      1 b 111 2 1
      1 b 11 1 3
      1 b 11 1 4
      1 b 11 1 5
      1 b 11 1 6
      1 b 1 12 0
      1 b 1 12 1
      1 b 1 13 0
      1 b 113 1 0
      1 b 1 14 0
      1 b 114 1 1
      1 b 1 15 1
      1 b 116 1 1
      1 b 1 17 0
      1 b 1 18 12
      1 b 1 18 13
      1 b 1 18 18
      1 b 1 18 19
      1 b 1 18 20
      1 b 1 18 22
      1 b 1 18 23
      1 b 1 18 25
      1 b 1 18 5
      1 b 1 19 1
      1 b 119 1 1
      1 b 120 1 1
      1 b 121 2 0
      1 b 121 3 0
      1 b 121 4 3
      1 b 121 4 9
      1 b 121 5 0
      1 b 121 5 3
      1 b 1 22 0
      1 b 122 1 11
      1 b 122 1 13
      1 b 122 1 4
      1 b 122 1 5
      1 b 122 1 7
      1 b 1 23 0
      1 b 123 1 1
      1 b 1 25 1
      1 b 125 1 2
      1 b 125 1 3
      1 b 126 1 1
      1 b 127 1 1
      1 b 128 1 1
      1 b 129 1 2
      1 b 129 2 1
      1 b 129 2 2
      1 b 1 29 9
      1 b 1 31 0
      1 b 1 31 1
      1 b 131 1 1
      1 b 131 1 2
      1 b 131 1 3
      1 b 1 32 0
      1 b 1 32 1
      1 b 132 1 1
      1 b 1 33 1
      1 b 133 1 0
      1 b 133 1 1
      1 b 135 1 1
      1 b 136 1 0
      1 b 136 1 2
      1 b 137 1 2
      1 b 139 1 0
      1 b 14 1 0
      1 b 141 1 1
      1 b 142 1 1
      1 b 144 1 1
      1 b 146 1 1
      1 b 147 1 1
      1 b 149 1 1
      1 b 15 1 2
      1 b 152 1 1
      1 b 153 1 1
      1 b 153 1 2
      1 b 154 1 1
      1 b 156 1 1
      1 b 157 1 1
      1 b 158 1 1
      1 b 159 1 0
      1 b 161 1 1
      1 b 1 6 2
      1 b 162 1 1
      1 b 163 1 1
      1 b 163 1 2
      1 b 165 1 1
      1 b 166 1 0
      1 b 166 1 1
      1 b 168 1 1
      1 b 172 1 0
      1 b 173 1 1
      1 b 174 1 1
      1 b 175 1 1
      1 b 176 1 1
      1 b 177 1 1
      1 b 178 1 1
      1 b 179 1 3
      1 b 180 1 0
      1 b 180 1 1
      1 b 18 1 11
      1 b 18 1 12
      1 b 18 1 15
      1 b 18 1 16
      1 b 18 1 17
      1 b 18 1 19
      1 b 18 1 23
      1 b 18 1 25
      1 b 18 1 26
      1 b 18 1 28
      1 b 18 1 29
      1 b 18 1 30
      1 b 18 1 31
      1 b 18 1 32
      1 b 18 1 37
      1 b 18 1 7
      1 b 18 1 8
      1 b 182 1 1
      1 b 184 1 1
      1 b 1 9 1
      1 b 19 1 3
      1 b 1 9 2
      1 b 1 9 3
      1 b 2 10 1
      1 b 2 1 1
      1 b 21 1 2
      1 b 2 2 3
      1 b 2 3 1
      1 b 2 3 3
      1 b 23 3 1
      1 b 24 1 0
      1 b 24 2 0
      1 b 24 2 1
      1 b 2 5 0
      1 b 2 5 8
      1 b 26 1 3
      1 b 2 7 1
      1 b 28 1 1
      1 b 2 9 1
      1 b 29 1 12
      1 b 29 1 16
      1 b 29 1 17
      1 b 29 1 21
      1 b 29 1 24
      1 b 29 1 25
      1 b 29 1 7
      1 b 29 1 9
      1 b 30 5 10
      1 b 30 5 7
      1 b 30 5 8
      1 b 30 5 9
      1 b 3 1 2
      1 b 32 1 1
      1 b 3 2 2
      1 b 3 3 1
      1 b 34 11 0
      1 b 34 11 3
      1 b 34 11 4
      1 b 34 12 0
      1 b 34 14 0
      1 b 34 15 1
      1 b 34 16 1
      1 b 34 17 1
      1 b 34 18 1
      1 b 34 20 1
      1 b 34 21 1
      1 b 34 4 1
      1 b 34 4 3
      1 b 34 5 5
      1 b 34 5 7
      1 b 34 6 3
      1 b 34 7 0
      1 b 34 8 1
      1 b 36 1 6
      1 b 3 7 1
      1 b 38 1 3
      1 b 38 1 4
      1 b 38 2 1
      1 b 38 5 1
      1 b 40 10 1
      1 b 40 11 1
      1 b 40 12 1
      1 b 40 17 1
      1 b 40 3 0
      1 b 40 3 2
      1 b 40 4 10
      1 b 40 4 13
      1 b 40 4 14
      1 b 40 4 15
      1 b 40 4 8
      1 b 40 4 9
      1 b 41 1 2
      1 b 41 1 3
      1 b 41 1 4
      1 b 42 2 2
      1 b 42 2 3
      1 b 42 5 2
      1 b 42 6 0
      1 b 42 7 0
      1 b 42 7 1
      1 b 42 8 0
      1 b 43 2 1
      1 b 43 3 3
      1 b 43 3 4
      1 b 43 3 5
      1 b 43 3 6
      1 b 45 1 3
      1 b 45 2 2
      1 b 45 3 1
      1 b 46 1 2
      1 b 48 1 1
      1 b 50 1 3
      1 b 5 1 1
      1 b 52 1 3
      1 b 53 1 2
      1 b 54 1 1
      1 b 55 1 10
      1 b 55 1 11
      1 b 55 1 7
      1 b 55 1 8
      1 b 55 2 1
      1 b 55 3 1
      1 b 57 1 0
      1 b 59 1 1
      1 b 60 1 3
      1 b 60 1 5
      1 b 60 1 7
      1 b 61 2 0
      1 b 6 1 6
      1 b 6 1 7
      1 b 61 8 1
      1 b 62 1 2
      1 b 62 1 3
      1 b 62 1 4
      1 b 67 1 0
      1 b 67 1 1
      1 b 67 2 5
      1 b 67 3 1
      1 b 68 11 1
      1 b 68 1 2
      1 b 68 2 1
      1 b 68 4 0
      1 b 68 6 0
      1 b 68 6 2
      1 b 68 6 3
      1 b 68 7 1
      1 b 68 8 0
      1 b 68 8 1
      1 b 68 9 0
      1 b 69 1 0
      1 b 69 10 1
      1 b 69 1 1
      1 b 69 11 1
      1 b 69 2 0
      1 b 69 2 3
      1 b 69 4 2
      1 b 69 5 1
      1 b 69 5 2
      1 b 69 6 1
      1 b 69 7 2
      1 b 69 8 0
      1 b 69 9 1
      1 b 71 1 5
      1 b 7 1 3
      1 b 72 3 1
      1 b 73 1 1
      1 b 7 4 1
      1 b 7 5 1
      1 b 77 1 1
      1 b 77 4 1
      1 b 80 1 10
      1 b 80 1 11
      1 b 80 1 6
      1 b 80 1 8
      1 b 80 1 9
      1 b 80 2 1
      1 b 80 3 1
      1 b 80 5 0
      1 b 80 6 1
      1 b 80 8 0
      1 b 81 1 7
      1 b 81 1 8
      1 b 81 3 1
      1 b 81 4 1
      1 b 82 1 15
      1 b 82 1 17
      1 b 82 1 18
      1 b 82 1 22
      1 b 82 1 24
      1 b 82 1 4
      1 b 82 1 8
      1 b 82 2 11
      1 b 82 2 3
      1 b 82 2 4
      1 b 82 2 6
      1 b 82 2 7
      1 b 82 3 1
      1 b 82 3 3
      1 b 82 4 1
      1 b 83 1 0
      1 b 83 1 1
      1 b 83 1 2
      1 b 84 3 2
      1 b 85 1 0
      1 b 85 3 0
      1 b 85 5 1
      1 b 85 6 0
      1 b 85 7 3
      1 b 86 1 1
      1 b 87 1 2
      1 b 88 1 4
      1 b 88 2 0
      1 b 90 1 1
      1 b 91 1 0
      1 b 92 1 11
      1 b 92 1 2
      1 b 92 1 7
      1 b 92 1 8
      1 b 94 1 1
      1 c 10 1 2
      1 c 102 1 1
      1 c 10 2 2
      1 c 10 2 3
      1 c 10 2 6
      1 c 10 2 8
      1 c 10 3 1
      1 c 104 1 0
      1 c 105 1 1
      1 c 107 1 2
      1 c 108 1 11
      1 c 108 1 13
      1 c 108 1 15
      1 c 108 1 18
      1 c 108 1 20
      1 c 108 1 23
      1 c 108 1 24
      1 c 108 1 25
      1 c 108 1 5
      1 c 1 10 7
      1 c 111 1 0
      1 c 111 1 1
      1 c 112 1 1
      1 c 1 12 9
      1 c 114 1 0
      1 c 115 1 1
      1 c 1 15 5
      1 c 1 15 6
      1 c 1 15 7
      1 c 116 1 2
      1 c 116 1 8
      1 c 118 1 0
      1 c 118 1 1
      1 c 1 19 2
      1 c 1 19 4
      1 c 120 1 3
      1 c 1 23 0
      1 c 1 23 2
      1 c 124 1 7
      1 c 1 25 1
      1 c 125 1 1
      1 c 126 1 1
      1 c 127 1 1
      1 c 1 28 1
      1 c 128 1 1
      1 c 1 28 2
      1 c 1 28 3
      1 c 1 29 1
      1 c 129 1 2
      1 c 129 1 4
      1 c 129 1 5
      1 c 1 3 0
      1 c 1 30 0
      1 c 1 30 1
      1 c 130 1 0
      1 c 130 1 1
      1 c 13 2 0
      1 c 1 33 1
      1 c 1 34 1
      1 c 138 1 1
      1 c 140 1 1
      1 c 140 1 2
      1 c 141 1 0
      1 c 141 1 1
      1 c 142 1 0
      1 c 142 1 1
      1 c 143 1 0
      1 c 144 1 0
      1 c 144 1 1
      1 c 145 1 0
      1 c 145 1 1
      1 c 147 1 1
      1 c 148 1 1
      1 c 150 1 1
      1 c 150 1 2
      1 c 15 1 0
      1 c 15 1 5
      1 c 152 1 1
      1 c 153 1 1
      1 c 155 1 1
      1 c 16 1 0
      1 c 1 6 2
      1 c 17 1 0
      1 c 17 1 2
      1 c 1 8 11
      1 c 1 8 12
      1 c 18 1 3
      1 c 1 8 14
      1 c 18 1 4
      1 c 1 8 15
      1 c 1 8 9
      1 c 1 9 11
      1 c 19 1 2
      1 c 1 9 13
      1 c 19 1 3
      1 c 1 9 14
      1 c 1 9 16
      1 c 1 9 4
      1 c 1 9 5
      1 c 1 9 7
      1 c 20 1 1
      1 c 2 1 11
      1 c 2 1 12
      1 c 23 10 1
      1 c 23 10 2
      1 c 23 10 4
      1 c 23 10 6
      1 c 23 10 8
      1 c 23 11 0
      1 c 23 1 2
      1 c 23 1 3
      1 c 23 1 4
      1 c 23 14 2
      1 c 23 1 5
      1 c 23 1 6
      1 c 23 16 3
      1 c 23 16 4
      1 c 23 16 5
      1 c 23 16 6
      1 c 23 1 7
      1 c 23 3 1
      1 c 23 5 5
      1 c 23 5 6
      1 c 23 5 7
      1 c 24 1 1
      1 c 25 1 5
      1 c 30 1 3
      1 c 30 1 7
      1 c 31 1 6
      1 c 3 1 7
      1 c 36 1 12
      1 c 36 1 8
      1 c 37 1 17
      1 c 37 1 18
      1 c 37 1 21
      1 c 37 1 22
      1 c 37 1 23
      1 c 37 1 3
      1 c 40 1 1
      1 c 45 1 4
      1 c 45 1 5
      1 c 46 1 4
      1 c 47 1 14
      1 c 47 1 17
      1 c 47 1 18
      1 c 47 1 19
      1 c 47 1 21
      1 c 47 1 22
      1 c 47 1 24
      1 c 47 2 1
      1 c 48 1 3
      1 c 51 2 1
      1 c 51 5 1
      1 c 51 6 1
      1 c 51 6 2
      1 c 52 1 1
      1 c 52 1 10
      1 c 52 1 11
      1 c 52 1 12
      1 c 52 1 13
      1 c 52 1 16
      1 c 52 1 19
      1 c 52 1 21
      1 c 52 1 22
      1 c 52 1 23
      1 c 52 1 24
      1 c 52 1 25
      1 c 52 1 26
      1 c 52 1 29
      1 c 52 1 3
      1 c 52 1 30
      1 c 52 1 31
      1 c 52 1 4
      1 c 52 1 5
      1 c 52 1 6
      1 c 52 1 8
      1 c 52 1 9
      1 c 52 3 1
      1 c 52 4 1
      1 c 55 1 11
      1 c 55 3 11
      1 c 55 3 12
      1 c 55 3 13
      1 c 55 3 17
      1 c 55 3 18
      1 c 55 3 3
      1 c 55 3 7
      1 c 55 5 2
      1 c 55 7 0
      1 c 56 1 1
      1 c 56 1 2
      1 c 56 5 2
      1 c 56 8 1
      1 c 58 1 4
      1 c 62 1 3
      1 c 62 1 4
      1 c 62 1 5
      1 c 6 2 2
      1 c 6 2 7
      1 c 6 2 8
      1 c 6 3 0
      1 c 6 3 2
      1 c 64 1 1
      1 c 66 1 19
      1 c 66 1 2
      1 c 66 1 22
      1 c 66 1 27
      1 c 66 1 29
      1 c 66 1 33
      1 c 66 1 34
      1 c 66 1 35
      1 c 66 1 37
      1 c 66 1 39
      1 c 66 1 4
      1 c 66 1 40
      1 c 66 1 47
      1 c 66 1 49
      1 c 66 1 50
      1 c 66 1 52
      1 c 66 1 54
      1 c 66 1 56
      1 c 66 1 57
      1 c 66 1 58
      1 c 66 1 59
      1 c 66 1 62
      1 c 66 1 8
      1 c 67 1 5
      1 c 67 1 8
      1 c 67 2 1
      1 c 67 3 1
      1 c 68 1 1
      1 c 68 1 10
      1 c 68 1 15
      1 c 68 1 16
      1 c 68 1 17
      1 c 68 1 18
      1 c 68 1 19
      1 c 68 1 20
      1 c 68 1 21
      1 c 68 1 4
      1 c 69 1 15
      1 c 69 1 23
      1 c 69 1 27
      1 c 69 1 28
      1 c 69 1 29
      1 c 69 1 31
      1 c 69 1 32
      1 c 69 1 33
      1 c 69 1 34
      1 c 69 1 35
      1 c 69 1 37
      1 c 69 1 38
      1 c 69 1 39
      1 c 69 1 41
      1 c 69 1 42
      1 c 7 1 3
      1 c 7 1 4
      1 c 7 1 5
      1 c 76 1 0
      1 c 76 1 3
      1 c 76 1 4
      1 c 76 1 5
      1 c 77 1 4
      1 c 81 1 0
      1 c 8 1 2
      1 c 82 1 2
      1 c 8 2 2
      1 c 8 2 3
      1 c 8 3 1
      1 c 85 1 2
      1 c 8 7 0
      1 c 87 1 1
      1 c 87 1 11
      1 c 87 1 12
      1 c 87 1 2
      1 c 87 1 6
      1 c 87 1 7
      1 c 8 9 1
      1 c 89 1 0
      1 c 9 2 1
      1 c 92 1 0
      1 c 92 1 2
      1 c 92 1 3
      1 c 92 2 1
      1 c 92 3 1
      1 c 97 1 3
      1 c 97 1 5
      1 c 98 1 0
      1 c 98 2 2
      1 c 99 1 1
      1 d 100 1 0
      1 d 100 1 2
      1 d 10 1 1
      1 d 10 1 2
      1 d 10 1 4
      1 d 104 1 4
      1 d 105 1 2
      1 d 106 1 2
      1 d 106 1 3
      1 d 107 1 0
      1 d 107 1 1
      1 d 107 1 3
      1 d 107 1 4
      1 d 108 1 11
      1 d 108 1 5
      1 d 108 1 6
      1 d 108 1 8
      1 d 108 1 9
      1 d 109 3 1
      1 d 110 10 1
      1 d 110 2 3
      1 d 110 2 4
      1 d 110 3 5
      1 d 110 4 0
      1 d 110 4 3
      1 d 110 5 1
      1 d 110 7 0
      1 d 110 9 1
      1 d 112 1 2
      1 d 113 1 7
      1 d 121 1 1
      1 d 123 1 1
      1 d 124 1 0
      1 d 125 1 1
      1 d 126 1 3
      1 d 126 1 5
      1 d 126 1 7
      1 d 128 1 4
      1 d 129 10 1
      1 d 129 11 0
      1 d 129 11 1
      1 d 129 1 2
      1 d 129 3 7
      1 d 129 3 9
      1 d 129 4 1
      1 d 129 5 1
      1 d 129 6 0
      1 d 129 8 1
      1 d 129 9 1
      1 d 13 1 4
      1 d 13 1 5
      1 d 13 2 0
      1 d 13 2 1
      1 d 133 1 0
      1 d 135 1 0
      1 d 136 1 0
      1 d 136 1 1
      1 d 136 1 5
      1 d 14 1 12
      1 d 14 1 6
      1 d 142 1 8
      1 d 142 2 5
      1 d 144 1 3
      1 d 144 1 5
      1 d 144 1 9
      1 d 147 1 1
      1 d 149 1 0
      1 d 15 12 0
      1 d 15 12 1
      1 d 15 14 1
      1 d 15 15 1
      1 d 15 1 7
      1 d 15 1 8
      1 d 153 1 7
      1 d 153 2 1
      1 d 15 3 3
      1 d 15 3 4
      1 d 154 1 1
      1 d 154 1 2
      1 d 155 1 1
      1 d 155 1 2
      1 d 156 1 0
      1 d 156 1 2
      1 d 157 1 11
      1 d 157 1 12
      1 d 157 1 13
      1 d 157 1 14
      1 d 157 1 15
      1 d 157 1 4
      1 d 157 1 6
      1 d 157 1 8
      1 d 157 1 9
      1 d 15 8 0
      1 d 15 8 1
      1 d 15 9 1
      1 d 159 1 10
      1 d 159 1 12
      1 d 159 1 4
      1 d 159 1 8
      1 d 161 1 0
      1 d 16 1 8
      1 d 164 1 0
      1 d 166 1 3
      1 d 166 1 4
      1 d 166 1 5
      1 d 166 1 6
      1 d 166 1 7
      1 d 170 1 1
      1 d 170 1 2
      1 d 170 2 1
      1 d 17 1 4
      1 d 173 1 0
      1 d 173 1 1
      1 d 173 1 2
      1 d 17 4 11
      1 d 17 4 12
      1 d 17 4 14
      1 d 17 4 15
      1 d 17 4 17
      1 d 17 4 19
      1 d 17 4 21
      1 d 17 4 22
      1 d 17 4 23
      1 d 17 4 24
      1 d 17 4 27
      1 d 17 4 29
      1 d 17 4 30
      1 d 17 4 5
      1 d 17 4 6
      1 d 17 6 1
      1 d 17 6 2
      1 d 17 6 3
      1 d 17 6 4
      1 d 17 6 5
      1 d 17 7 1
      1 d 180 1 1
      1 d 18 1 1
      1 d 182 1 1
      1 d 183 1 1
      1 d 186 1 1
      1 d 186 2 1
      1 d 190 1 1
      1 d 190 1 3
      1 d 192 1 1
      1 d 194 1 3
      1 d 195 1 1
      1 d 196 1 1
      1 d 197 1 1
      1 d 198 1 2
      1 d 198 5 1
      1 d 198 5 2
      1 d 199 1 1
      1 d 200 1 1
      1 d 201 1 0
      1 d 207 1 0
      1 d 207 1 1
      1 d 209 1 1
      1 d 2 1 11
      1 d 212 1 0
      1 d 213 1 0
      1 d 2 1 4
      1 d 214 1 1
      1 d 215 1 0
      1 d 216 1 0
      1 d 216 1 1
      1 d 217 1 2
      1 d 2 1 8
      1 d 218 1 1
      1 d 218 1 10
      1 d 218 1 11
      1 d 218 1 13
      1 d 218 1 14
      1 d 218 1 7
      1 d 218 1 9
      1 d 221 1 1
      1 d 22 1 2
      1 d 223 1 0
      1 d 226 1 1
      1 d 230 1 2
      1 d 230 3 0
      1 d 230 4 1
      1 d 230 8 1
      1 d 230 9 1
      1 d 23 1 2
      1 d 234 1 1
      1 d 235 1 0
      1 d 235 1 1
      1 d 236 1 1
      1 d 237 1 1
      1 d 238 1 1
      1 d 239 1 1
      1 d 240 1 0
      1 d 241 1 0
      1 d 24 1 6
      1 d 242 1 1
      1 d 243 1 2
      1 d 244 1 0
      1 d 244 1 1
      1 d 247 1 1
      1 d 248 1 0
      1 d 249 1 1
      1 d 250 1 2
      1 d 25 1 0
      1 d 251 1 1
      1 d 253 1 1
      1 d 257 1 1
      1 d 258 1 0
      1 d 259 1 1
      1 d 260 1 0
      1 d 260 1 1
      1 d 261 1 0
      1 d 261 1 1
      1 d 26 1 3
      1 d 26 2 1
      1 d 262 1 1
      1 d 263 1 1
      1 d 264 1 2
      1 d 264 1 3
      1 d 265 1 0
      1 d 265 1 1
      1 d 265 1 4
      1 d 266 1 1
      1 d 267 1 0
      1 d 267 1 1
      1 d 268 1 1
      1 d 268 1 3
      1 d 270 1 1
      1 d 271 1 1
      1 d 272 1 1
      1 d 274 1 1
      1 d 276 1 1
      1 d 277 1 1
      1 d 278 1 0
      1 d 278 1 1
      1 d 278 1 3
      1 d 279 1 0
      1 d 281 1 1
      1 d 282 1 1
      1 d 283 1 0
      1 d 284 1 2
